timestamp,adjclose,open,close,high,low,volume,Symbol
11/9/2017 0:00,74.41010284,70.32289886,74.41010284,83.37480164,69.85510254,469943,VERI-USD
11/10/2017 0:00,69.49189758,75.10299683,69.49189758,79.07319641,67.10929871,268427,VERI-USD
11/11/2017 0:00,71.6187973,69.28369904,71.6187973,76.14379883,65.46050262,392282,VERI-USD
11/12/2017 0:00,65.93299866,71.61830139,65.93299866,75.16950226,62.78889847,302348,VERI-USD
11/13/2017 0:00,72.08049774,66.03610229,72.08049774,72.33879852,65.27339935,362643,VERI-USD
11/14/2017 0:00,78.91069794,72.09680176,78.91069794,80.73500061,72.09680176,443397,VERI-USD
11/15/2017 0:00,83.19419861,78.95480347,83.19419861,86.59049988,77.20749664,525776,VERI-USD
11/16/2017 0:00,99.41179657,83.1914978,99.41179657,111.8980026,82.44090271,775330,VERI-USD
11/17/2017 0:00,104.4749985,99.30940247,104.4749985,105.3639984,93.65630341,664781,VERI-USD
11/18/2017 0:00,112.3789978,104.612999,112.3789978,113.0920029,98.72930145,527856,VERI-USD
11/19/2017 0:00,109.6169968,112.1050034,109.6169968,124.4909973,108.8809967,515638,VERI-USD
11/20/2017 0:00,102.9660034,109.6080017,102.9660034,114.560997,97.92389679,634032,VERI-USD
11/21/2017 0:00,89.78520203,102.836998,89.78520203,102.836998,89.72669983,568294,VERI-USD
11/22/2017 0:00,92.47859955,89.91850281,92.47859955,97.11509705,86.13990021,432472,VERI-USD
11/23/2017 0:00,89.19930267,92.64129639,89.19930267,100.2819977,86.54570007,508324,VERI-USD
11/24/2017 0:00,90.64170074,90.44819641,90.64170074,98.59629822,86.59570313,499804,VERI-USD
11/25/2017 0:00,89.83999634,90.59929657,89.83999634,97.29019928,86.5802002,512575,VERI-USD
11/26/2017 0:00,91.54419708,89.83670044,91.54419708,95.37239838,85.73880005,527502,VERI-USD
11/27/2017 0:00,102.9700012,91.52880096,102.9700012,109.2870026,89.8443985,863021,VERI-USD
11/28/2017 0:00,102.4049988,102.8700027,102.4049988,114.862999,96.60590363,763592,VERI-USD
11/29/2017 0:00,90.88079834,102.4680023,90.88079834,110.526001,89.40219879,645841,VERI-USD
11/30/2017 0:00,94.96600342,92.07230377,94.96600342,109.7249985,81.46299744,680884,VERI-USD
12/1/2017 0:00,94.26930237,94.69419861,94.26930237,98.29139709,89.31950378,754948,VERI-USD
12/2/2017 0:00,99.77819824,94.06819916,99.77819824,105.7860031,93.67569733,626140,VERI-USD
12/3/2017 0:00,101.7070007,99.82700348,101.7070007,109.5270004,95.98500061,550355,VERI-USD
12/4/2017 0:00,109.5319977,101.2269974,109.5319977,109.5319977,100.4349976,817448,VERI-USD
12/5/2017 0:00,153.8630066,109.6299973,153.8630066,158.4669952,107.8199997,966945,VERI-USD
12/6/2017 0:00,135.8829956,152.3829956,135.8829956,160.4100037,130.5039978,1177340,VERI-USD
12/7/2017 0:00,157.5740051,133.3079987,157.5740051,158.4660034,130.1239929,920785,VERI-USD
12/8/2017 0:00,174.2559967,159.3309937,174.2559967,180.6060028,139.2079926,1120830,VERI-USD
12/9/2017 0:00,156.2890015,174.1999969,156.2890015,191.8119965,140.697998,1349820,VERI-USD
12/10/2017 0:00,156.0269928,156.5939941,156.0269928,168.7039948,150.0299988,1065200,VERI-USD
12/11/2017 0:00,181.996994,157.7640076,181.996994,190.1289978,155.4199982,1022160,VERI-USD
12/12/2017 0:00,224.0039978,181.371994,224.0039978,226.4320068,174.6040039,1439410,VERI-USD
12/13/2017 0:00,220.1999969,224.9499969,220.1999969,243.9420013,198.8119965,1126430,VERI-USD
12/14/2017 0:00,210.6040039,219.9909973,210.6040039,238.2769928,200.3970032,918112,VERI-USD
12/15/2017 0:00,232.9550018,207.5619965,232.9550018,232.9550018,197.4869995,1152550,VERI-USD
12/16/2017 0:00,269.8259888,233.6920013,269.8259888,299.8710022,233.6920013,1696420,VERI-USD
12/17/2017 0:00,276.1090088,269.6549988,276.1090088,292.8640137,265.0780029,1731570,VERI-USD
12/18/2017 0:00,279.7369995,275.881012,279.7369995,299.3280029,262.0769958,1017940,VERI-USD
12/19/2017 0:00,251.1309967,278.7080078,251.1309967,309.7640076,244.7850037,1569900,VERI-USD
12/20/2017 0:00,268.2640076,250.951004,268.2640076,279.0159912,223.2400055,1359590,VERI-USD
12/21/2017 0:00,374.9639893,268.631012,374.9639893,404.1159973,268.2269897,2464550,VERI-USD
12/22/2017 0:00,338.7590027,376.2990112,338.7590027,407.322998,255.3820038,1883090,VERI-USD
12/23/2017 0:00,327.4309998,342.8619995,327.4309998,374.5889893,327.4309998,1771260,VERI-USD
12/24/2017 0:00,327.6759949,331.230011,327.6759949,336.9609985,278.2999878,1014880,VERI-USD
12/25/2017 0:00,361.5629883,330.0379944,361.5629883,385.6960144,324.5910034,1348280,VERI-USD
12/26/2017 0:00,350.7080078,359.6860046,350.7080078,374.1929932,346.0140076,1160140,VERI-USD
12/27/2017 0:00,328.3619995,351.3900146,328.3619995,374.1759949,305.6270142,1836280,VERI-USD
12/28/2017 0:00,307.1159973,324.4729919,307.1159973,325.3829956,274.8710022,1343160,VERI-USD
12/29/2017 0:00,354.1690063,309.802002,354.1690063,376.4200134,309.5960083,1810640,VERI-USD
12/30/2017 0:00,338.2929993,355.2210083,338.2929993,358.7990112,316.1359863,1431870,VERI-USD
12/31/2017 0:00,337.3349915,335.8680115,337.3349915,356.4370117,327.6440125,1244940,VERI-USD
1/1/2018 0:00,343.1199951,338.144989,343.1199951,357.1830139,325.3250122,890956,VERI-USD
