timestamp,adjclose,close,low,high,open,volume,Symbol
7/30/2018 0:00,1.173140049,1.173140049,1.161450028,1.174160004,1.168949962,7384,EURS-USD
7/31/2018 0:00,1.174559951,1.174559951,1.163229942,1.187980056,1.17347002,77264,EURS-USD
8/1/2018 0:00,1.166069984,1.166069984,1.155709982,1.175390005,1.173650026,44180,EURS-USD
8/2/2018 0:00,1.160549998,1.160549998,1.154800057,1.168969989,1.166399956,15471,EURS-USD
8/3/2018 0:00,1.164459944,1.164459944,1.153499961,1.168159962,1.160249949,61919,EURS-USD
8/4/2018 0:00,1.159530044,1.159530044,1.152029991,1.172639966,1.163200021,44313,EURS-USD
8/5/2018 0:00,1.169250011,1.169250011,1.156790018,1.174270034,1.159190059,8483,EURS-USD
8/6/2018 0:00,1.163810015,1.163810015,1.158200026,1.181499958,1.171190023,36385,EURS-USD
8/7/2018 0:00,1.158560038,1.158560038,1.141860008,1.182109952,1.162610054,2285,EURS-USD
8/8/2018 0:00,1.167739987,1.167739987,1.149839997,1.185520053,1.156939983,56792,EURS-USD
8/9/2018 0:00,1.170459986,1.170459986,1.158049941,1.186730027,1.165120006,5775,EURS-USD
8/10/2018 0:00,1.15162003,1.15162003,1.14391005,1.180999994,1.168560028,14790,EURS-USD
8/11/2018 0:00,1.188040018,1.188040018,1.143829942,1.19017005,1.148200035,24397,EURS-USD
8/12/2018 0:00,1.14399004,1.14399004,1.143169999,1.184939981,1.174729943,2227,EURS-USD
8/13/2018 0:00,1.164890051,1.164890051,1.122429967,1.188089967,1.148740053,87259,EURS-USD
8/14/2018 0:00,1.159890056,1.159890056,1.129140019,1.180600047,1.164870024,16471,EURS-USD
8/15/2018 0:00,1.150619984,1.150619984,1.135229945,1.167889953,1.161620021,51140,EURS-USD
8/16/2018 0:00,1.140509963,1.140509963,1.134490013,1.161870003,1.153720021,828,EURS-USD
8/17/2018 0:00,1.159039974,1.159039974,1.13864994,1.202080011,1.13906002,15248,EURS-USD
8/18/2018 0:00,1.164450049,1.164450049,1.155410051,1.177270055,1.155990005,1947,EURS-USD
8/19/2018 0:00,1.162279963,1.162279963,1.15565002,1.16952002,1.163159966,3496,EURS-USD
8/20/2018 0:00,1.151659966,1.151659966,1.139219999,1.166730046,1.163499951,150546,EURS-USD
8/21/2018 0:00,1.157819986,1.157819986,1.146190047,1.161800027,1.152830005,7096,EURS-USD
8/22/2018 0:00,1.153030038,1.153030038,1.13211,1.183889985,1.157209992,92353,EURS-USD
8/23/2018 0:00,1.153910041,1.153910041,1.149240017,1.160930037,1.152529955,7557,EURS-USD
8/24/2018 0:00,1.17177999,1.17177999,1.150769949,1.17177999,1.154800057,3133,EURS-USD
8/25/2018 0:00,1.173509955,1.173509955,1.168529987,1.222990036,1.171820045,2275,EURS-USD
8/26/2018 0:00,1.156229973,1.156229973,1.151430011,1.17516005,1.173169971,1107,EURS-USD
8/27/2018 0:00,1.158040047,1.158040047,1.143000007,1.184129953,1.15734005,56610,EURS-USD
8/28/2018 0:00,1.171229959,1.171229959,1.159829974,1.173519969,1.159829974,6406,EURS-USD
8/29/2018 0:00,1.171589971,1.171589971,1.161730051,1.178500056,1.169540048,4691,EURS-USD
8/30/2018 0:00,1.160400033,1.160400033,1.157259941,1.195840001,1.170680046,5042,EURS-USD
8/31/2018 0:00,1.170789957,1.170789957,1.155719995,1.17640996,1.159690022,1420,EURS-USD
9/1/2018 0:00,1.156219959,1.156219959,1.152230024,1.219159961,1.172839999,76422,EURS-USD
9/2/2018 0:00,1.161280036,1.161280036,1.15237999,1.170400023,1.156890035,20209,EURS-USD
9/3/2018 0:00,1.212769985,1.212769985,1.158339977,1.219769955,1.163969994,369,EURS-USD
9/4/2018 0:00,1.159770012,1.159770012,1.158589959,1.217900038,1.213269949,3980,EURS-USD
9/5/2018 0:00,1.183490038,1.183490038,1.153010011,1.194890022,1.159340024,27974,EURS-USD
9/6/2018 0:00,1.161829948,1.161829948,1.151309967,1.196840048,1.172620058,40165,EURS-USD
9/7/2018 0:00,1.148679972,1.148679972,1.147909999,1.174839973,1.160840034,849,EURS-USD
9/8/2018 0:00,1.149649978,1.149649978,1.121109962,1.160400033,1.14823997,1693,EURS-USD
