timestamp,adjclose,close,low,high,open,volume,Symbol
10/29/2020 0:00,0.364235014,0.364235014,0.359896988,0.364259005,0.359896988,113942734,WEMIX-USD
10/30/2020 0:00,0.27274099,0.27274099,0.235392004,0.364259988,0.364259988,80219057,WEMIX-USD
10/31/2020 0:00,0.244323,0.244323,0.233765006,0.298254997,0.27274099,1808765,WEMIX-USD
11/1/2020 0:00,0.219944,0.219944,0.216433004,0.248722002,0.244323,963753,WEMIX-USD
11/2/2020 0:00,0.192386001,0.192386001,0.192365006,0.227686003,0.219944,797019,WEMIX-USD
11/3/2020 0:00,0.182166994,0.182166994,0.178096995,0.194068998,0.192370996,537797,WEMIX-USD
11/4/2020 0:00,0.222588003,0.222588003,0.174638003,0.228161007,0.182174996,1215904,WEMIX-USD
11/5/2020 0:00,0.188054994,0.188054994,0.183696002,0.224923,0.222591996,1001961,WEMIX-USD
11/6/2020 0:00,0.203850999,0.203850999,0.176442996,0.224659994,0.188054994,1340370,WEMIX-USD
11/7/2020 0:00,0.181210995,0.181210995,0.180051997,0.207326993,0.203850999,516199,WEMIX-USD
11/8/2020 0:00,0.188091993,0.188091993,0.181210995,0.197879001,0.181210995,195033,WEMIX-USD
11/9/2020 0:00,0.183182001,0.183182001,0.180494994,0.193794996,0.187200993,343875,WEMIX-USD
11/10/2020 0:00,0.190396994,0.190396994,0.179957002,0.193533003,0.183173999,421819,WEMIX-USD
11/11/2020 0:00,0.193261996,0.193261996,0.185056001,0.197093993,0.190396994,280774,WEMIX-USD
11/12/2020 0:00,0.184346005,0.184346005,0.179326996,0.204293996,0.193267003,536187,WEMIX-USD
11/13/2020 0:00,0.190595999,0.190595999,0.180667996,0.190595999,0.184379995,121299,WEMIX-USD
11/14/2020 0:00,0.186897993,0.186897993,0.182749003,0.190595999,0.190595999,95537,WEMIX-USD
11/15/2020 0:00,0.182851002,0.182851002,0.182580993,0.198443994,0.186897993,177648,WEMIX-USD
11/16/2020 0:00,0.189904004,0.189904004,0.182448,0.194305003,0.182851002,212866,WEMIX-USD
11/17/2020 0:00,0.188253999,0.188253999,0.183836997,0.192247003,0.187867999,245355,WEMIX-USD
11/18/2020 0:00,0.246537998,0.246537998,0.185928002,0.255322009,0.188262999,1573522,WEMIX-USD
11/19/2020 0:00,0.257927001,0.257927001,0.218474001,0.302204996,0.246538997,5854685,WEMIX-USD
11/20/2020 0:00,0.251091987,0.251091987,0.235129997,0.278724015,0.257927001,1196093,WEMIX-USD
11/21/2020 0:00,0.239434004,0.239434004,0.238088995,0.264633,0.251091987,593302,WEMIX-USD
11/22/2020 0:00,0.301701009,0.301701009,0.228404,0.39080599,0.239434004,9019768,WEMIX-USD
11/23/2020 0:00,0.372325987,0.372325987,0.278921008,0.574889004,0.301701009,37703607,WEMIX-USD
11/24/2020 0:00,0.327165991,0.327165991,0.316000015,0.485769004,0.373044014,10782694,WEMIX-USD
11/25/2020 0:00,0.296736985,0.296736985,0.274226993,0.378432006,0.324290991,4987231,WEMIX-USD
11/26/2020 0:00,0.251134008,0.251134008,0.243102998,0.298312008,0.296669006,1459143,WEMIX-USD
11/27/2020 0:00,0.264699012,0.264699012,0.245429993,0.279159993,0.251138985,649658,WEMIX-USD
11/28/2020 0:00,0.279267997,0.279267997,0.264427006,0.293567002,0.266328007,667754,WEMIX-USD
11/29/2020 0:00,0.353201985,0.353201985,0.265423,0.383879989,0.279267997,7796219,WEMIX-USD
11/30/2020 0:00,0.301798999,0.301798999,0.291168988,0.427352011,0.353110999,16208887,WEMIX-USD
12/1/2020 0:00,0.282537013,0.282537013,0.254819006,0.332089007,0.298916012,3523959,WEMIX-USD
12/2/2020 0:00,0.27481401,0.27481401,0.272632986,0.293657005,0.282988995,738454,WEMIX-USD
12/3/2020 0:00,0.298449993,0.298449993,0.272183001,0.327098012,0.27481401,2638996,WEMIX-USD
12/4/2020 0:00,0.284258991,0.284258991,0.280777991,0.303184986,0.296983004,618334,WEMIX-USD
12/5/2020 0:00,0.289979011,0.289979011,0.280200005,0.299021006,0.284258991,493886,WEMIX-USD
12/6/2020 0:00,0.290717989,0.290717989,0.284350991,0.30123499,0.289979011,329798,WEMIX-USD
12/7/2020 0:00,0.289209992,0.289209992,0.281405002,0.324342996,0.290717989,2121933,WEMIX-USD
12/8/2020 0:00,0.284379989,0.284379989,0.284379989,0.304740012,0.289214998,583781,WEMIX-USD
12/9/2020 0:00,0.28610599,0.28610599,0.25434801,0.287003011,0.284379989,619622,WEMIX-USD
12/10/2020 0:00,0.274791002,0.274791002,0.268206,0.286332011,0.286110997,158094,WEMIX-USD
12/11/2020 0:00,0.261130005,0.261130005,0.256677985,0.277898014,0.274791002,281046,WEMIX-USD
12/12/2020 0:00,0.268548995,0.268548995,0.25554201,0.272944987,0.261130005,347135,WEMIX-USD
12/13/2020 0:00,0.26277101,0.26277101,0.259474009,0.274226993,0.268548995,122808,WEMIX-USD
12/14/2020 0:00,0.264943987,0.264943987,0.253771991,0.268693,0.26277101,132105,WEMIX-USD
12/15/2020 0:00,0.264135987,0.264135987,0.256949991,0.268884003,0.265493006,1048424,WEMIX-USD
12/16/2020 0:00,0.259041011,0.259041011,0.246645004,0.269746006,0.264137,364194,WEMIX-USD
12/17/2020 0:00,0.252481014,0.252481014,0.247188002,0.268299013,0.259050995,391825,WEMIX-USD
12/18/2020 0:00,0.243205994,0.243205994,0.241014004,0.253733009,0.252478987,139508,WEMIX-USD
12/19/2020 0:00,0.240023002,0.240023002,0.236929998,0.248117,0.243205994,110223,WEMIX-USD
12/20/2020 0:00,0.240958005,0.240958005,0.237294003,0.251664013,0.240023002,138310,WEMIX-USD
12/21/2020 0:00,0.251165003,0.251165003,0.238498002,0.288818002,0.240958005,1915164,WEMIX-USD
12/22/2020 0:00,0.246276006,0.246276006,0.243567005,0.284877002,0.251166999,2294865,WEMIX-USD
12/23/2020 0:00,0.227228001,0.227228001,0.225868002,0.246998996,0.246276006,522412,WEMIX-USD
12/24/2020 0:00,0.226722002,0.226722002,0.221615002,0.241580993,0.227228001,212574,WEMIX-USD
12/25/2020 0:00,0.226254001,0.226254001,0.222699001,0.240621001,0.226631001,178970,WEMIX-USD
12/26/2020 0:00,0.218163997,0.218163997,0.214527994,0.227526993,0.226254001,131620,WEMIX-USD
12/27/2020 0:00,0.207735002,0.207735002,0.207735002,0.219072998,0.218163997,122246,WEMIX-USD
12/28/2020 0:00,0.210107997,0.210107997,0.204826996,0.221926004,0.207735002,69849,WEMIX-USD
12/29/2020 0:00,0.199610993,0.199610993,0.191581994,0.210850999,0.210108995,358458,WEMIX-USD
12/30/2020 0:00,0.195283994,0.195283994,0.183634996,0.209627002,0.198970005,171429,WEMIX-USD
12/31/2020 0:00,0.210197002,0.210197002,0.176914006,0.222912997,0.195292994,395392,WEMIX-USD
1/1/2021 0:00,0.268759012,0.268759012,0.203565001,0.28966701,0.210197002,1433013,WEMIX-USD
1/2/2021 0:00,0.226115003,0.226115003,0.220864996,0.281192988,0.281192988,1156955,WEMIX-USD
1/3/2021 0:00,0.210810006,0.210810006,0.208141997,0.237719998,0.226115003,263692,WEMIX-USD
1/4/2021 0:00,0.223706007,0.223706007,0.207845002,0.247793004,0.210810006,237830,WEMIX-USD
1/5/2021 0:00,0.211319998,0.211319998,0.207754999,0.237324998,0.221588999,823312,WEMIX-USD
1/6/2021 0:00,0.205432996,0.205432996,0.181290999,0.399580002,0.211321995,11047005,WEMIX-USD
1/7/2021 0:00,0.203770995,0.203770995,0.188333005,0.230086997,0.205339998,10501087,WEMIX-USD
1/8/2021 0:00,0.202153996,0.202153996,0.194653004,0.206741005,0.202460006,22593026,WEMIX-USD
1/9/2021 0:00,0.199131995,0.199131995,0.197988003,0.211906001,0.202154994,4354914,WEMIX-USD
1/10/2021 0:00,0.196783006,0.196783006,0.194600001,0.204651996,0.199139997,4770988,WEMIX-USD
1/11/2021 0:00,0.175738007,0.175738007,0.156350002,0.197322994,0.197322994,2852157,WEMIX-USD
1/12/2021 0:00,0.175136,0.175136,0.173976004,0.177506998,0.175740004,3158186,WEMIX-USD
