timestamp,adjclose,open,high,volume,low,close,Symbol
9/17/2014 0:00,457.3340149,465.8640137,468.1740112,21056800,452.4219971,457.3340149,BTC-USD
9/18/2014 0:00,424.4400024,456.8599854,456.8599854,34483200,413.1040039,424.4400024,BTC-USD
9/19/2014 0:00,394.79599,424.1029968,427.8349915,37919700,384.5320129,394.79599,BTC-USD
9/20/2014 0:00,408.9039917,394.6730042,423.29599,36863600,389.8829956,408.9039917,BTC-USD
9/21/2014 0:00,398.8210144,408.0849915,412.4259949,26580100,393.1809998,398.8210144,BTC-USD
9/22/2014 0:00,402.1520081,399.1000061,406.9159851,24127600,397.1300049,402.1520081,BTC-USD
9/23/2014 0:00,435.7909851,402.0920105,441.5570068,45099500,396.196991,435.7909851,BTC-USD
9/24/2014 0:00,423.2049866,435.7510071,436.1119995,30627700,421.1319885,423.2049866,BTC-USD
9/25/2014 0:00,411.5740051,423.1560059,423.519989,26814400,409.4679871,411.5740051,BTC-USD
9/26/2014 0:00,404.4249878,411.4289856,414.9379883,21460800,400.0090027,404.4249878,BTC-USD
9/27/2014 0:00,399.519989,403.5559998,406.6229858,15029300,397.3720093,399.519989,BTC-USD
9/28/2014 0:00,377.1809998,399.4710083,401.0169983,23613300,374.3320007,377.1809998,BTC-USD
9/29/2014 0:00,375.4670105,376.928009,385.2109985,32497700,372.2399902,375.4670105,BTC-USD
9/30/2014 0:00,386.9440002,376.0880127,390.9769897,34707300,373.4429932,386.9440002,BTC-USD
10/1/2014 0:00,383.6149902,387.427002,391.3789978,26229400,380.7799988,383.6149902,BTC-USD
10/2/2014 0:00,375.071991,383.9880066,385.4970093,21777700,372.9460144,375.071991,BTC-USD
10/3/2014 0:00,359.5119934,375.1809998,377.6950073,30901200,357.8590088,359.5119934,BTC-USD
10/4/2014 0:00,328.8659973,359.8919983,364.4869995,47236500,325.8859863,328.8659973,BTC-USD
10/5/2014 0:00,320.5100098,328.9159851,341.8009949,83308096,289.29599,320.5100098,BTC-USD
10/6/2014 0:00,330.07901,320.3890076,345.1340027,79011800,302.5599976,330.07901,BTC-USD
10/7/2014 0:00,336.1870117,330.5840149,339.2470093,49199900,320.4819946,336.1870117,BTC-USD
10/8/2014 0:00,352.9400024,336.1159973,354.3640137,54736300,327.1879883,352.9400024,BTC-USD
10/9/2014 0:00,365.026001,352.7479858,382.7260132,83641104,347.6870117,365.026001,BTC-USD
10/10/2014 0:00,361.5620117,364.6870117,375.0669861,43665700,352.9630127,361.5620117,BTC-USD
10/11/2014 0:00,362.2990112,361.3619995,367.1910095,13345200,355.9509888,362.2990112,BTC-USD
10/12/2014 0:00,378.5490112,362.6059875,379.4330139,17552800,356.1440125,378.5490112,BTC-USD
10/13/2014 0:00,390.4140015,377.92099,397.2260132,35221400,368.8970032,390.4140015,BTC-USD
10/14/2014 0:00,400.8699951,391.6919861,411.697998,38491500,391.3240051,400.8699951,BTC-USD
10/15/2014 0:00,394.7730103,400.9549866,402.2269897,25267100,388.7659912,394.7730103,BTC-USD
10/16/2014 0:00,382.5559998,394.5180054,398.8070068,26990000,373.0700073,382.5559998,BTC-USD
10/17/2014 0:00,383.7579956,382.756012,385.4779968,13600700,375.3890076,383.7579956,BTC-USD
10/18/2014 0:00,391.4419861,383.9760132,395.1579895,11416800,378.9710083,391.4419861,BTC-USD
10/19/2014 0:00,389.54599,391.2539978,393.9389954,5914570,386.4570007,389.54599,BTC-USD
10/20/2014 0:00,382.8450012,389.2309875,390.0840149,16419000,378.2520142,382.8450012,BTC-USD
10/21/2014 0:00,386.4750061,382.42099,392.6459961,14188900,380.8340149,386.4750061,BTC-USD
10/22/2014 0:00,383.1579895,386.1180115,388.5759888,11641300,382.2489929,383.1579895,BTC-USD
10/23/2014 0:00,358.4169922,382.9620056,385.0480042,26456900,356.446991,358.4169922,BTC-USD
10/24/2014 0:00,358.3450012,358.5910034,364.3450012,15585700,353.3049927,358.3450012,BTC-USD
10/25/2014 0:00,347.2709961,358.6109924,359.8609924,18127500,342.8770142,347.2709961,BTC-USD
