timestamp,adjclose,volume,high,open,close,low,Symbol
11/9/2017 0:00,0.002344,2924350,0.002438,0.002304,0.002344,0.002285,TRX-USD
11/10/2017 0:00,0.002013,2193620,0.00235,0.002335,0.002013,0.001989,TRX-USD
11/11/2017 0:00,0.002003,1748460,0.002298,0.002026,0.002003,0.00189,TRX-USD
11/12/2017 0:00,0.001783,2174370,0.002006,0.002006,0.001783,0.001684,TRX-USD
11/13/2017 0:00,0.002112,2889150,0.002146,0.001795,0.002112,0.001771,TRX-USD
11/14/2017 0:00,0.002485,4040400,0.002566,0.002111,0.002485,0.002063,TRX-USD
11/15/2017 0:00,0.002322,5008060,0.0025,0.002444,0.002322,0.002188,TRX-USD
11/16/2017 0:00,0.002209,5082450,0.002338,0.002323,0.002209,0.001823,TRX-USD
11/17/2017 0:00,0.001984,5720510,0.002189,0.002187,0.001984,0.001949,TRX-USD
11/18/2017 0:00,0.002028,5709820,0.002043,0.00198,0.002028,0.001906,TRX-USD
11/19/2017 0:00,0.002002,4289470,0.002113,0.00202,0.002002,0.001951,TRX-USD
11/20/2017 0:00,0.002134,3909200,0.002185,0.001993,0.002134,0.001993,TRX-USD
11/21/2017 0:00,0.002143,3417520,0.002199,0.002148,0.002143,0.002005,TRX-USD
11/22/2017 0:00,0.002302,4119730,0.00254,0.002146,0.002302,0.002122,TRX-USD
11/23/2017 0:00,0.002105,4402340,0.002429,0.002311,0.002105,0.002043,TRX-USD
11/24/2017 0:00,0.002025,4204470,0.002163,0.002106,0.002025,0.001969,TRX-USD
11/25/2017 0:00,0.002048,4704770,0.002109,0.002027,0.002048,0.001993,TRX-USD
11/26/2017 0:00,0.002138,6245890,0.00219,0.00205,0.002138,0.001971,TRX-USD
11/27/2017 0:00,0.002062,6405580,0.002225,0.002151,0.002062,0.002009,TRX-USD
11/28/2017 0:00,0.002308,6065010,0.00239,0.002062,0.002308,0.001991,TRX-USD
11/29/2017 0:00,0.002068,7852660,0.00261,0.00231,0.002068,0.001935,TRX-USD
11/30/2017 0:00,0.002244,4155450,0.0023,0.00209,0.002244,0.002031,TRX-USD
12/1/2017 0:00,0.002118,6294070,0.002247,0.002241,0.002118,0.002057,TRX-USD
12/2/2017 0:00,0.002073,5760180,0.002212,0.00211,0.002073,0.002032,TRX-USD
12/3/2017 0:00,0.002116,7261200,0.002204,0.00208,0.002116,0.002034,TRX-USD
12/4/2017 0:00,0.002144,10447300,0.002169,0.002124,0.002144,0.002049,TRX-USD
12/5/2017 0:00,0.002085,8749920,0.002184,0.002139,0.002085,0.002058,TRX-USD
12/6/2017 0:00,0.003055,33314700,0.004077,0.002068,0.003055,0.002068,TRX-USD
12/7/2017 0:00,0.004275,44215300,0.005808,0.003134,0.004275,0.002974,TRX-USD
12/8/2017 0:00,0.004394,21605600,0.004731,0.004311,0.004394,0.003682,TRX-USD
12/9/2017 0:00,0.004473,17520500,0.004789,0.004441,0.004473,0.004305,TRX-USD
12/10/2017 0:00,0.004408,18145200,0.00463,0.004452,0.004408,0.003489,TRX-USD
12/11/2017 0:00,0.005282,20137200,0.005282,0.004436,0.005282,0.004383,TRX-USD
12/12/2017 0:00,0.007613,48699100,0.007675,0.005177,0.007613,0.004903,TRX-USD
12/13/2017 0:00,0.01646,174319008,0.018093999,0.007614,0.01646,0.006823,TRX-USD
12/14/2017 0:00,0.017689999,192816992,0.020064,0.016445,0.017689999,0.015114,TRX-USD
12/15/2017 0:00,0.018433999,139710000,0.018433999,0.017419999,0.018433999,0.01458,TRX-USD
12/16/2017 0:00,0.036270998,336496000,0.037326999,0.018405,0.036270998,0.018405,TRX-USD
12/17/2017 0:00,0.036189999,338444992,0.041386999,0.037670001,0.036189999,0.034598999,TRX-USD
12/18/2017 0:00,0.044589002,369401984,0.046912,0.036371998,0.044589002,0.032634001,TRX-USD
12/19/2017 0:00,0.046847999,235095008,0.053959001,0.044442002,0.046847999,0.040144999,TRX-USD
12/20/2017 0:00,0.048882999,317193984,0.048882999,0.046852,0.048882999,0.036669001,TRX-USD
12/21/2017 0:00,0.045968998,460308000,0.070908003,0.049966,0.045968998,0.039733998,TRX-USD
12/22/2017 0:00,0.039074,494380000,0.04637,0.045662001,0.039074,0.022616001,TRX-USD
12/23/2017 0:00,0.051791001,503996992,0.057062998,0.0403,0.051791001,0.035975002,TRX-USD
12/24/2017 0:00,0.036208998,230931008,0.051741999,0.051472999,0.036208998,0.033264998,TRX-USD
12/25/2017 0:00,0.035177,189610000,0.041792002,0.036706001,0.035177,0.033296,TRX-USD
12/26/2017 0:00,0.037831999,263744992,0.045472998,0.035748001,0.037831999,0.032838002,TRX-USD
12/27/2017 0:00,0.036830999,173156000,0.041324999,0.037829999,0.036830999,0.035362002,TRX-USD
12/28/2017 0:00,0.041974001,261940992,0.041974001,0.036722001,0.041974001,0.032258,TRX-USD
12/29/2017 0:00,0.036348,246896992,0.043161999,0.042006999,0.036348,0.034756999,TRX-USD
12/30/2017 0:00,0.036412999,256698000,0.038796,0.036357,0.036412999,0.031117,TRX-USD
12/31/2017 0:00,0.044752002,375152000,0.045258,0.036129002,0.044752002,0.034681,TRX-USD
1/1/2018 0:00,0.051695,516798016,0.052813001,0.044682,0.051695,0.043400001,TRX-USD
1/2/2018 0:00,0.078681998,1604039936,0.086989,0.052069999,0.078681998,0.052069999,TRX-USD
1/3/2018 0:00,0.094702996,1136850048,0.094702996,0.078648001,0.094702996,0.068305999,TRX-USD
1/4/2018 0:00,0.207974002,4089410048,0.217114002,0.094920002,0.207974002,0.094920002,TRX-USD
1/5/2018 0:00,0.220554993,3864399872,0.300363004,0.209579006,0.220554993,0.176712006,TRX-USD
1/6/2018 0:00,0.174796999,2437349888,0.232171997,0.224499002,0.174796999,0.143149003,TRX-USD
1/7/2018 0:00,0.199654996,1750349952,0.199654996,0.173677996,0.199654996,0.145696998,TRX-USD
1/8/2018 0:00,0.151993006,1532320000,0.205194995,0.205194995,0.151993006,0.131582007,TRX-USD
1/9/2018 0:00,0.124782003,1262109952,0.156468004,0.154165,0.124782003,0.105962999,TRX-USD
1/10/2018 0:00,0.129553005,1729920000,0.136776999,0.127020001,0.129553005,0.097434998,TRX-USD
1/11/2018 0:00,0.109080002,1074579968,0.130826995,0.130826995,0.109080002,0.097424999,TRX-USD
1/12/2018 0:00,0.108857997,679499008,0.112919003,0.109802,0.108857997,0.104891002,TRX-USD
1/13/2018 0:00,0.103035003,819091008,0.119218998,0.108694002,0.103035003,0.100102,TRX-USD
1/14/2018 0:00,0.084781997,714278976,0.103169002,0.102633998,0.084781997,0.084270999,TRX-USD
1/15/2018 0:00,0.075694002,1013430016,0.097897001,0.084890001,0.075694002,0.067721002,TRX-USD
1/16/2018 0:00,0.054488,695308992,0.076370999,0.076044999,0.054488,0.040550001,TRX-USD
1/17/2018 0:00,0.075622998,1326569984,0.084310003,0.053796001,0.075622998,0.044651002,TRX-USD
1/18/2018 0:00,0.083178997,1392329984,0.110867001,0.076431997,0.083178997,0.073540002,TRX-USD
1/19/2018 0:00,0.080499001,706521984,0.088133,0.082409002,0.080499001,0.072995,TRX-USD
1/20/2018 0:00,0.085201003,626438976,0.088724002,0.081157997,0.085201003,0.080608003,TRX-USD
1/21/2018 0:00,0.071185999,561259008,0.085698001,0.084867999,0.071185999,0.068420999,TRX-USD
1/22/2018 0:00,0.071411997,623766976,0.082809001,0.071947001,0.071411997,0.063831002,TRX-USD
1/23/2018 0:00,0.068572,409592000,0.074034996,0.071209997,0.068572,0.062890999,TRX-USD
1/24/2018 0:00,0.070421003,505468992,0.074320003,0.068595998,0.070421003,0.066938996,TRX-USD
1/25/2018 0:00,0.068765998,362497984,0.073680997,0.071252003,0.068765998,0.067022003,TRX-USD
1/26/2018 0:00,0.066629998,381401984,0.071055003,0.068599999,0.066629998,0.06036,TRX-USD
1/27/2018 0:00,0.068421997,282556992,0.069426,0.066495001,0.068421997,0.064972997,TRX-USD
1/28/2018 0:00,0.065494999,276320992,0.070874996,0.068916,0.065494999,0.065049,TRX-USD
1/29/2018 0:00,0.064001001,256876000,0.066768996,0.065430999,0.064001001,0.063112997,TRX-USD
1/30/2018 0:00,0.053761002,267126000,0.064120002,0.064065002,0.053761002,0.051580999,TRX-USD
1/31/2018 0:00,0.054453999,251080992,0.054453999,0.053957999,0.054453999,0.049635999,TRX-USD
2/1/2018 0:00,0.046227001,288656000,0.058563001,0.054753002,0.046227001,0.043161001,TRX-USD
2/2/2018 0:00,0.040798999,363928992,0.046041999,0.046041999,0.040798999,0.031091001,TRX-USD
2/3/2018 0:00,0.044472001,241928992,0.047338001,0.041035,0.044472001,0.035080001,TRX-USD
2/4/2018 0:00,0.037932999,169960992,0.046020001,0.044525001,0.037932999,0.036049001,TRX-USD
2/5/2018 0:00,0.030161001,167296992,0.038903002,0.03779,0.030161001,0.028054999,TRX-USD
2/6/2018 0:00,0.036478002,271110016,0.036970999,0.030367,0.036478002,0.025109001,TRX-USD
2/7/2018 0:00,0.032745998,204200000,0.038957,0.036235001,0.032745998,0.031904999,TRX-USD
2/8/2018 0:00,0.036725,193436992,0.038047001,0.032667998,0.036725,0.032667998,TRX-USD
2/9/2018 0:00,0.047968,176363008,0.047968,0.036784999,0.047968,0.034951001,TRX-USD
2/10/2018 0:00,0.048698999,470408992,0.055941001,0.047424,0.048698999,0.044780999,TRX-USD
2/11/2018 0:00,0.042401001,273583008,0.048563998,0.048563998,0.042401001,0.040066,TRX-USD
2/12/2018 0:00,0.046115998,219120000,0.047493,0.042603001,0.046115998,0.042603001,TRX-USD
2/13/2018 0:00,0.043356001,178960992,0.046482999,0.046103001,0.043356001,0.042498,TRX-USD
2/14/2018 0:00,0.045936,186660000,0.046749,0.043295,0.045936,0.043021999,TRX-USD
2/15/2018 0:00,0.046496,178912992,0.048457,0.045922,0.046496,0.045086998,TRX-USD
2/16/2018 0:00,0.052448999,310512992,0.053082,0.046489,0.052448999,0.046379,TRX-USD
2/17/2018 0:00,0.054914001,231988000,0.054914001,0.052154999,0.054914001,0.050969001,TRX-USD
2/18/2018 0:00,0.049605999,195043008,0.055311002,0.054935001,0.049605999,0.048707999,TRX-USD
2/19/2018 0:00,0.051541999,178480992,0.052700002,0.049555,0.051541999,0.049364001,TRX-USD
2/20/2018 0:00,0.046861,198212992,0.052074,0.051537,0.046861,0.046560001,TRX-USD
2/21/2018 0:00,0.044580001,179052992,0.048234999,0.046909001,0.044580001,0.042934999,TRX-USD
2/22/2018 0:00,0.040674001,162732992,0.046146002,0.044461001,0.040674001,0.039590999,TRX-USD
2/23/2018 0:00,0.042874999,159880992,0.043552,0.040275,0.042874999,0.039138999,TRX-USD
2/24/2018 0:00,0.040929001,194792992,0.045607999,0.042856,0.040929001,0.039374001,TRX-USD
2/25/2018 0:00,0.039882999,182260000,0.041602999,0.040821001,0.039882999,0.039108001,TRX-USD
2/26/2018 0:00,0.041769002,189976000,0.042893998,0.039898999,0.041769002,0.039000001,TRX-USD
2/27/2018 0:00,0.042730998,219795008,0.043099001,0.041792002,0.042730998,0.041187,TRX-USD
2/28/2018 0:00,0.04335,298758016,0.046404999,0.042736001,0.04335,0.040685002,TRX-USD
3/1/2018 0:00,0.048847001,318231008,0.049224999,0.043513998,0.048847001,0.042367,TRX-USD
3/2/2018 0:00,0.052947,824566016,0.056474,0.048700001,0.052947,0.047594,TRX-USD
3/3/2018 0:00,0.048918001,399204992,0.052737001,0.052524999,0.048918001,0.047750998,TRX-USD
3/4/2018 0:00,0.047800999,314648992,0.049674999,0.048788998,0.047800999,0.047162,TRX-USD
3/5/2018 0:00,0.046776,284713984,0.047905002,0.047754999,0.046776,0.046390001,TRX-USD
3/6/2018 0:00,0.043958001,262251008,0.047626,0.046744,0.043958001,0.043567002,TRX-USD
3/7/2018 0:00,0.038601,290193984,0.044899002,0.043944001,0.038601,0.034816001,TRX-USD
3/8/2018 0:00,0.036424998,236262000,0.039593998,0.038488001,0.036424998,0.035278,TRX-USD
3/9/2018 0:00,0.036981001,295228992,0.037402,0.036362998,0.036981001,0.030828999,TRX-USD
3/10/2018 0:00,0.034928001,253447008,0.038182002,0.036940999,0.034928001,0.034483999,TRX-USD
3/11/2018 0:00,0.038716,266342000,0.039321002,0.034751002,0.038716,0.033491999,TRX-USD
3/12/2018 0:00,0.036132,228564992,0.039508,0.038561001,0.036132,0.034644,TRX-USD
3/13/2018 0:00,0.035726,200526000,0.037122,0.035967998,0.035726,0.034525,TRX-USD
3/14/2018 0:00,0.031056,197406000,0.036323,0.035700999,0.031056,0.030237,TRX-USD
3/15/2018 0:00,0.030119,169547008,0.03119,0.031047,0.030119,0.028356999,TRX-USD
3/16/2018 0:00,0.030119,149356000,0.031245001,0.030049,0.030119,0.028953999,TRX-USD
3/17/2018 0:00,0.028357999,116472000,0.030308999,0.030164,0.028357999,0.028001999,TRX-USD
3/18/2018 0:00,0.028620999,127381000,0.029386999,0.028285,0.028620999,0.023117,TRX-USD
3/19/2018 0:00,0.032364,183591008,0.032995,0.028969999,0.032364,0.028221,TRX-USD
3/20/2018 0:00,0.038112,250396992,0.040353999,0.032728001,0.038112,0.031429,TRX-USD
3/21/2018 0:00,0.037106,232926000,0.040038999,0.038084999,0.037106,0.036348999,TRX-USD
3/22/2018 0:00,0.037923999,227472000,0.039076999,0.037159,0.037923999,0.034522001,TRX-USD
3/23/2018 0:00,0.041136999,230134000,0.041136999,0.037852999,0.041136999,0.035080001,TRX-USD
3/24/2018 0:00,0.04978,706931008,0.052988999,0.041717,0.04978,0.041090999,TRX-USD
3/25/2018 0:00,0.045311,320430016,0.049612001,0.049417999,0.045311,0.044861,TRX-USD
3/26/2018 0:00,0.044378001,327374016,0.046448,0.045341,0.044378001,0.03946,TRX-USD
3/27/2018 0:00,0.043074999,274910016,0.046131998,0.044372998,0.043074999,0.040470999,TRX-USD
3/28/2018 0:00,0.048817001,280836000,0.049504999,0.042854,0.048817001,0.042599998,TRX-USD
3/29/2018 0:00,0.043001998,483100992,0.050609998,0.048966002,0.043001998,0.043001998,TRX-USD
3/30/2018 0:00,0.041276999,349432992,0.045609001,0.042631,0.041276999,0.039127,TRX-USD
3/31/2018 0:00,0.033971999,358492000,0.042971,0.041283,0.033971999,0.033590999,TRX-USD
4/1/2018 0:00,0.032152001,219372992,0.034841999,0.033955,0.032152001,0.028607,TRX-USD
4/2/2018 0:00,0.035755001,241103008,0.035755001,0.032271001,0.035755001,0.031021001,TRX-USD
4/3/2018 0:00,0.034800999,240608000,0.035827,0.035691001,0.034800999,0.033470999,TRX-USD
4/4/2018 0:00,0.030136,157468992,0.035158001,0.034683999,0.030136,0.029716,TRX-USD
4/5/2018 0:00,0.040013999,1488739968,0.050131001,0.030096,0.040013999,0.029025,TRX-USD
4/6/2018 0:00,0.036917999,661966976,0.044105001,0.039294001,0.036917999,0.035852,TRX-USD
4/7/2018 0:00,0.037064001,245334000,0.038150001,0.036878999,0.037064001,0.036262002,TRX-USD
4/8/2018 0:00,0.037632,215712992,0.038683999,0.036977001,0.037632,0.036734998,TRX-USD
4/9/2018 0:00,0.035755999,295115008,0.037985999,0.037645001,0.035755999,0.034338001,TRX-USD
4/10/2018 0:00,0.036928002,303561984,0.037168998,0.035792001,0.036928002,0.035007998,TRX-USD
4/11/2018 0:00,0.036270998,301439008,0.037493002,0.036851,0.036270998,0.036001001,TRX-USD
4/12/2018 0:00,0.039563999,415956992,0.039870001,0.036143001,0.039563999,0.035239,TRX-USD
4/13/2018 0:00,0.039005999,484566016,0.043226,0.039414,0.039005999,0.038224,TRX-USD
4/14/2018 0:00,0.040011,307575008,0.041515,0.038685001,0.040011,0.038566999,TRX-USD
4/15/2018 0:00,0.042971,306262016,0.043279,0.040061999,0.042971,0.040013,TRX-USD
4/16/2018 0:00,0.041255999,296337984,0.043903001,0.042897999,0.041255999,0.040220998,TRX-USD
4/17/2018 0:00,0.042116001,359111008,0.043400001,0.041274998,0.042116001,0.0407,TRX-USD
4/18/2018 0:00,0.047520999,475425984,0.047520999,0.042006001,0.047520999,0.041995998,TRX-USD
4/19/2018 0:00,0.049392,587153984,0.051807001,0.047428999,0.049392,0.046909999,TRX-USD
4/20/2018 0:00,0.053672999,477675008,0.053672999,0.049134001,0.053672999,0.048199002,TRX-USD
4/21/2018 0:00,0.053677,715849024,0.056619,0.053659,0.053677,0.049720999,TRX-USD
4/22/2018 0:00,0.052420001,319432000,0.054510001,0.053406999,0.052420001,0.051837001,TRX-USD
