timestamp,adjclose,volume,open,high,low,close,Symbol
12/6/2017 0:00,0.016181,9972660,0.015621,0.017279999,0.014466,0.016181,DGB-USD
12/7/2017 0:00,0.014084,15873300,0.016018,0.017099001,0.013764,0.014084,DGB-USD
12/8/2017 0:00,0.014212,9999170,0.014284,0.015048,0.012678,0.014212,DGB-USD
12/9/2017 0:00,0.014542,8679180,0.014202,0.01613,0.013845,0.014542,DGB-USD
12/10/2017 0:00,0.012993,4980600,0.014524,0.014577,0.012097,0.012993,DGB-USD
12/11/2017 0:00,0.014175,5295290,0.012894,0.014935,0.012787,0.014175,DGB-USD
12/12/2017 0:00,0.015736001,8566420,0.014311,0.015791001,0.013687,0.015736001,DGB-USD
12/13/2017 0:00,0.01536,9236440,0.015782,0.016464001,0.014662,0.01536,DGB-USD
12/14/2017 0:00,0.021114999,32558800,0.015478,0.022670001,0.01537,0.021114999,DGB-USD
12/15/2017 0:00,0.020606,24601900,0.02124,0.022141,0.017143,0.020606,DGB-USD
12/16/2017 0:00,0.031934999,46015300,0.020728,0.031934999,0.020504,0.031934999,DGB-USD
12/17/2017 0:00,0.035664,157847008,0.031187,0.048501,0.029817,0.035664,DGB-USD
12/18/2017 0:00,0.037542,62766500,0.036373001,0.040633999,0.031001,0.037542,DGB-USD
12/19/2017 0:00,0.040307,69963696,0.03723,0.044463001,0.035962999,0.040307,DGB-USD
12/20/2017 0:00,0.050577,103059000,0.040199,0.058451001,0.033491001,0.050577,DGB-USD
12/21/2017 0:00,0.049617,75978200,0.050788999,0.063469,0.043900002,0.049617,DGB-USD
12/22/2017 0:00,0.041414,41536100,0.049732,0.050857,0.030572001,0.041414,DGB-USD
12/23/2017 0:00,0.069651999,226260992,0.042199001,0.090332001,0.041701,0.069651999,DGB-USD
12/24/2017 0:00,0.083999999,125305000,0.070381999,0.085133001,0.061338998,0.083999999,DGB-USD
12/25/2017 0:00,0.065075003,93801504,0.085285001,0.087568998,0.063671,0.065075003,DGB-USD
12/26/2017 0:00,0.066743001,96599904,0.064902,0.069256999,0.057011001,0.066743001,DGB-USD
12/27/2017 0:00,0.065173998,62377800,0.067229003,0.076989003,0.059797999,0.065173998,DGB-USD
12/28/2017 0:00,0.059289999,34190500,0.064808004,0.066262998,0.054776002,0.059289999,DGB-USD
12/29/2017 0:00,0.067617998,39750200,0.059074,0.070049003,0.058685001,0.067617998,DGB-USD
12/30/2017 0:00,0.069739997,47014800,0.067227997,0.071424998,0.055629,0.069739997,DGB-USD
12/31/2017 0:00,0.070367001,49734600,0.068625003,0.074868001,0.064971,0.070367001,DGB-USD
1/1/2018 0:00,0.070634,25680600,0.070779003,0.071015,0.064677,0.070634,DGB-USD
1/2/2018 0:00,0.065808997,54081500,0.069876,0.072520003,0.059725001,0.065808997,DGB-USD
1/3/2018 0:00,0.079640999,69436000,0.066079997,0.083495997,0.061822001,0.079640999,DGB-USD
1/4/2018 0:00,0.095219001,179759008,0.080228999,0.113086998,0.074162997,0.095219001,DGB-USD
1/5/2018 0:00,0.114956997,192552992,0.095357999,0.1215,0.092061996,0.114956997,DGB-USD
1/6/2018 0:00,0.125853002,173443008,0.115115002,0.141047001,0.115115002,0.125853002,DGB-USD
1/7/2018 0:00,0.126930997,85568896,0.126541004,0.142888993,0.121018,0.126930997,DGB-USD
1/8/2018 0:00,0.115934998,83133904,0.127021,0.127939001,0.095625997,0.115934998,DGB-USD
1/9/2018 0:00,0.109981,64104300,0.115493,0.126751006,0.109229997,0.109981,DGB-USD
1/10/2018 0:00,0.112069003,79983504,0.111662,0.123402998,0.096505001,0.112069003,DGB-USD
1/11/2018 0:00,0.093983002,45121700,0.110149004,0.113387004,0.088601999,0.093983002,DGB-USD
1/12/2018 0:00,0.102619998,29030200,0.093717001,0.104460001,0.089695998,0.102619998,DGB-USD
1/13/2018 0:00,0.102049999,25761300,0.103053004,0.105757996,0.100372002,0.102049999,DGB-USD
1/14/2018 0:00,0.093419999,20012900,0.101995997,0.101995997,0.087862998,0.093419999,DGB-USD
1/15/2018 0:00,0.083967,27889700,0.092545003,0.096303999,0.083616003,0.083967,DGB-USD
1/16/2018 0:00,0.059966002,42617800,0.085274003,0.085313,0.044808999,0.059966002,DGB-USD
1/17/2018 0:00,0.061082002,31095800,0.058738001,0.064227,0.043857999,0.061082002,DGB-USD
1/18/2018 0:00,0.064828999,28260400,0.061212,0.073150001,0.058945,0.064828999,DGB-USD
1/19/2018 0:00,0.061193001,19232400,0.063881002,0.068019003,0.059133001,0.061193001,DGB-USD
1/20/2018 0:00,0.067938,16644300,0.062245999,0.071263,0.060837001,0.067938,DGB-USD
1/21/2018 0:00,0.05604,14206800,0.068511002,0.068980001,0.054072998,0.05604,DGB-USD
1/22/2018 0:00,0.053326,12059300,0.056775,0.060745001,0.047612,0.053326,DGB-USD
1/23/2018 0:00,0.05494,12700100,0.053275,0.058389001,0.047556002,0.05494,DGB-USD
1/24/2018 0:00,0.057804,13325400,0.054997001,0.061615001,0.053263001,0.057804,DGB-USD
1/25/2018 0:00,0.056214001,10194400,0.058467999,0.060233999,0.054520998,0.056214001,DGB-USD
1/26/2018 0:00,0.054924998,9074170,0.056258999,0.057762999,0.049837999,0.054924998,DGB-USD
1/27/2018 0:00,0.06016,12033800,0.054799002,0.061544999,0.053757001,0.06016,DGB-USD
1/28/2018 0:00,0.064957999,18214900,0.060132999,0.066272996,0.058426,0.064957999,DGB-USD
1/29/2018 0:00,0.061965,22635200,0.065233,0.068254001,0.059675001,0.061965,DGB-USD
1/30/2018 0:00,0.050588001,12622100,0.062011998,0.062052,0.049426999,0.050588001,DGB-USD
1/31/2018 0:00,0.053137001,10773500,0.050737001,0.053665001,0.046844002,0.053137001,DGB-USD
2/1/2018 0:00,0.04391,10311400,0.053217001,0.053254999,0.039817002,0.04391,DGB-USD
2/2/2018 0:00,0.042335,10603000,0.043752,0.044101998,0.032421,0.042335,DGB-USD
2/3/2018 0:00,0.043331999,5807230,0.042190999,0.046404999,0.036872,0.043331999,DGB-USD
2/4/2018 0:00,0.036630001,5166060,0.043474,0.044179998,0.034465,0.036630001,DGB-USD
2/5/2018 0:00,0.02661,7901010,0.036208,0.037,0.025101,0.02661,DGB-USD
2/6/2018 0:00,0.032639999,8080540,0.026696,0.033038002,0.021845,0.032639999,DGB-USD
2/7/2018 0:00,0.030161999,5452160,0.032476,0.036493,0.028824,0.030161999,DGB-USD
2/8/2018 0:00,0.033066001,3149590,0.03009,0.034828,0.03009,0.033066001,DGB-USD
2/9/2018 0:00,0.038867999,8434850,0.033087,0.040281001,0.031173,0.038867999,DGB-USD
2/10/2018 0:00,0.036290001,6416990,0.038927998,0.042064,0.033831,0.036290001,DGB-USD
2/11/2018 0:00,0.033386,3333350,0.036336001,0.036336001,0.032024998,0.033386,DGB-USD
2/12/2018 0:00,0.037567999,3263460,0.033425,0.037943002,0.033425,0.037567999,DGB-USD
2/13/2018 0:00,0.035371002,3532400,0.037556,0.038034,0.034632999,0.035371002,DGB-USD
2/14/2018 0:00,0.042289,5449500,0.03534,0.042461,0.035149999,0.042289,DGB-USD
2/15/2018 0:00,0.043533001,7854180,0.042075001,0.046046998,0.041522,0.043533001,DGB-USD
2/16/2018 0:00,0.044273999,4329510,0.043315999,0.044751,0.041584,0.044273999,DGB-USD
2/17/2018 0:00,0.048622999,8647620,0.044008002,0.050790001,0.043469999,0.048622999,DGB-USD
2/18/2018 0:00,0.043341,4765930,0.048905998,0.049385,0.042693999,0.043341,DGB-USD
2/19/2018 0:00,0.044165,5187730,0.042842999,0.045956999,0.042544998,0.044165,DGB-USD
2/20/2018 0:00,0.039329998,7714550,0.044071998,0.045092002,0.038654,0.039329998,DGB-USD
2/21/2018 0:00,0.036908999,5419810,0.039269999,0.040716,0.035663001,0.036908999,DGB-USD
2/22/2018 0:00,0.032894,4783060,0.037071999,0.03909,0.03184,0.032894,DGB-USD
2/23/2018 0:00,0.033849001,3940420,0.032705002,0.035698,0.031136001,0.033849001,DGB-USD
2/24/2018 0:00,0.032331001,2803500,0.033817999,0.035222001,0.030802,0.032331001,DGB-USD
2/25/2018 0:00,0.033767998,3182620,0.032249,0.034316,0.031805001,0.033767998,DGB-USD
2/26/2018 0:00,0.035726,3662050,0.033932,0.036210999,0.032591,0.035726,DGB-USD
2/27/2018 0:00,0.036694001,3948000,0.035907999,0.037592001,0.035129,0.036694001,DGB-USD
2/28/2018 0:00,0.032047,2961010,0.036768001,0.037145,0.032044999,0.032047,DGB-USD
3/1/2018 0:00,0.036329001,7433250,0.032343,0.037473001,0.032049,0.036329001,DGB-USD
3/2/2018 0:00,0.036205001,4526580,0.036286999,0.038559001,0.035121001,0.036205001,DGB-USD
3/3/2018 0:00,0.035137001,3778450,0.036013,0.036798999,0.03351,0.035137001,DGB-USD
3/4/2018 0:00,0.035613,2802420,0.035048999,0.036215,0.033406999,0.035613,DGB-USD
3/5/2018 0:00,0.034299999,3065310,0.035580002,0.036499001,0.034258001,0.034299999,DGB-USD
3/6/2018 0:00,0.031071,2659290,0.034371,0.034371,0.030479001,0.031071,DGB-USD
3/7/2018 0:00,0.027783001,4314090,0.031103,0.032543,0.026125001,0.027783001,DGB-USD
3/8/2018 0:00,0.026729001,2348080,0.027752001,0.02925,0.025797,0.026729001,DGB-USD
3/9/2018 0:00,0.02565,2585470,0.026594,0.027078001,0.023204001,0.02565,DGB-USD
3/10/2018 0:00,0.024459001,1471850,0.025682,0.026968,0.024455,0.024459001,DGB-USD
3/11/2018 0:00,0.026384,1486700,0.024355,0.026733,0.02337,0.026384,DGB-USD
3/12/2018 0:00,0.027438,6789180,0.026294,0.030934,0.026056999,0.027438,DGB-USD
3/13/2018 0:00,0.026232,1994580,0.027206,0.028005,0.025393,0.026232,DGB-USD
3/14/2018 0:00,0.022784,2044320,0.026187999,0.027482999,0.022085,0.022784,DGB-USD
3/15/2018 0:00,0.02227,2087190,0.022817001,0.022964001,0.019918,0.02227,DGB-USD
3/16/2018 0:00,0.022143999,970696,0.022197001,0.022767,0.021422001,0.022143999,DGB-USD
3/17/2018 0:00,0.019971,940464,0.021943999,0.022097999,0.019613,0.019971,DGB-USD
3/18/2018 0:00,0.020385999,2538820,0.019956,0.020664999,0.016704001,0.020385999,DGB-USD
3/19/2018 0:00,0.022194,1669820,0.02015,0.022337999,0.020039,0.022194,DGB-USD
3/20/2018 0:00,0.024761001,2250430,0.022438001,0.025255,0.021575,0.024761001,DGB-USD
3/21/2018 0:00,0.024235999,2167350,0.024936,0.025932999,0.023864999,0.024235999,DGB-USD
3/22/2018 0:00,0.023832001,1311100,0.024161,0.024861,0.022541,0.023832001,DGB-USD
3/23/2018 0:00,0.022648999,1638870,0.023825999,0.023975,0.02183,0.022648999,DGB-USD
3/24/2018 0:00,0.022763999,1386410,0.022984,0.023801001,0.022456,0.022763999,DGB-USD
3/25/2018 0:00,0.024106,2796490,0.02241,0.025126001,0.022112001,0.024106,DGB-USD
3/26/2018 0:00,0.022342,2563940,0.024088001,0.024378,0.021009,0.022342,DGB-USD
3/27/2018 0:00,0.02093,1766760,0.022309,0.02251,0.020717001,0.02093,DGB-USD
3/28/2018 0:00,0.021573,1238990,0.020962,0.022050999,0.020798,0.021573,DGB-USD
3/29/2018 0:00,0.018136,1423190,0.021639001,0.02165,0.01763,0.018136,DGB-USD
3/30/2018 0:00,0.017256999,1472050,0.018013,0.018253,0.016424,0.017256999,DGB-USD
3/31/2018 0:00,0.017622,1148020,0.017314,0.018671,0.017314,0.017622,DGB-USD
4/1/2018 0:00,0.017136,1205430,0.017685,0.017859999,0.015938001,0.017136,DGB-USD
4/2/2018 0:00,0.017995,1746780,0.017259,0.018445,0.017022001,0.017995,DGB-USD
4/3/2018 0:00,0.020160999,3109650,0.017847,0.020521,0.017695,0.020160999,DGB-USD
4/4/2018 0:00,0.017928001,2199160,0.020085,0.020861,0.017867999,0.017928001,DGB-USD
4/5/2018 0:00,0.018294999,1674070,0.01801,0.018322,0.017085001,0.018294999,DGB-USD
4/6/2018 0:00,0.017212,1132790,0.018199001,0.018375,0.017047999,0.017212,DGB-USD
4/7/2018 0:00,0.018164,1061920,0.017148999,0.018495999,0.017116999,0.018164,DGB-USD
4/8/2018 0:00,0.018920001,1399690,0.018108999,0.019072,0.018052001,0.018920001,DGB-USD
4/9/2018 0:00,0.018285001,2740760,0.018943001,0.020306,0.017808,0.018285001,DGB-USD
4/10/2018 0:00,0.020136001,2955280,0.018304,0.020326,0.018200001,0.020136001,DGB-USD
4/11/2018 0:00,0.022791,7618980,0.020044001,0.023695,0.019626999,0.022791,DGB-USD
4/12/2018 0:00,0.02551,5920360,0.022884,0.025844,0.021008,0.02551,DGB-USD
4/13/2018 0:00,0.028221,8518670,0.026041999,0.030104,0.024735,0.028221,DGB-USD
4/14/2018 0:00,0.028077001,6977530,0.027999001,0.030890999,0.027004,0.028077001,DGB-USD
4/15/2018 0:00,0.030955,7407760,0.028294999,0.031612001,0.027582999,0.030955,DGB-USD
4/16/2018 0:00,0.02891,4422360,0.030849,0.031151,0.027867001,0.02891,DGB-USD
4/17/2018 0:00,0.029045001,6405060,0.028635999,0.030990001,0.028189,0.029045001,DGB-USD
4/18/2018 0:00,0.033799,9244730,0.029029001,0.034437999,0.029029001,0.033799,DGB-USD
4/19/2018 0:00,0.033955,8789520,0.033895001,0.035622001,0.032666001,0.033955,DGB-USD
4/20/2018 0:00,0.035225,6284580,0.033927001,0.03568,0.032566,0.035225,DGB-USD
4/21/2018 0:00,0.032970998,5883500,0.035110001,0.035831001,0.032232001,0.032970998,DGB-USD
4/22/2018 0:00,0.034313999,3805610,0.033105001,0.035422999,0.032565001,0.034313999,DGB-USD
4/23/2018 0:00,0.035057999,3633010,0.034267001,0.035388,0.034021001,0.035057999,DGB-USD
4/24/2018 0:00,0.040036999,8111560,0.035186,0.040036999,0.034931999,0.040036999,DGB-USD
4/25/2018 0:00,0.034442998,7132740,0.039641999,0.039786998,0.032559998,0.034442998,DGB-USD
4/26/2018 0:00,0.040238999,12378400,0.034694999,0.040353999,0.033489998,0.040238999,DGB-USD
4/27/2018 0:00,0.042684998,15466900,0.040364999,0.045309,0.040098,0.042684998,DGB-USD
4/28/2018 0:00,0.044674002,9280990,0.042440001,0.045852002,0.041990999,0.044674002,DGB-USD
4/29/2018 0:00,0.043575,6780090,0.044484001,0.044836,0.041921999,0.043575,DGB-USD
4/30/2018 0:00,0.040530998,5885700,0.043726999,0.043726999,0.040307,0.040530998,DGB-USD
5/1/2018 0:00,0.043434002,6998160,0.040583,0.043958001,0.038539,0.043434002,DGB-USD
5/2/2018 0:00,0.048294999,11232800,0.043434002,0.048294999,0.042578999,0.048294999,DGB-USD
5/3/2018 0:00,0.048,11019000,0.048168998,0.048898,0.046138,0.048,DGB-USD
5/4/2018 0:00,0.049098998,10310300,0.047791,0.050469998,0.046893001,0.049098998,DGB-USD
5/5/2018 0:00,0.048654001,6584560,0.04905,0.050214998,0.047844999,0.048654001,DGB-USD
5/6/2018 0:00,0.046856001,6686140,0.048678,0.048974,0.044511002,0.046856001,DGB-USD
5/7/2018 0:00,0.044620998,4637530,0.046753,0.047184002,0.043019999,0.044620998,DGB-USD
5/8/2018 0:00,0.046179999,6865950,0.044663999,0.046498001,0.043968,0.046179999,DGB-USD
5/9/2018 0:00,0.048276,9140310,0.046243999,0.048592001,0.044100001,0.048276,DGB-USD
5/10/2018 0:00,0.042872,7425820,0.04834,0.048535999,0.042872,0.042872,DGB-USD
5/11/2018 0:00,0.036524002,9750750,0.043019999,0.043113999,0.036494002,0.036524002,DGB-USD
5/12/2018 0:00,0.040499002,9600650,0.036612,0.040800001,0.034712002,0.040499002,DGB-USD
5/13/2018 0:00,0.043710001,5957970,0.040456001,0.044160999,0.039390001,0.043710001,DGB-USD
5/14/2018 0:00,0.042966001,5475090,0.043618999,0.044519,0.040238999,0.042966001,DGB-USD
5/15/2018 0:00,0.039951,3392320,0.042808,0.043517001,0.039570998,0.039951,DGB-USD
5/16/2018 0:00,0.037246998,3764510,0.039675999,0.039829001,0.036885999,0.037246998,DGB-USD
5/17/2018 0:00,0.03356,3894100,0.0372,0.038718998,0.033532999,0.03356,DGB-USD
5/18/2018 0:00,0.036394998,3153070,0.033764001,0.036614001,0.032510001,0.036394998,DGB-USD
5/19/2018 0:00,0.037583001,3487450,0.036474001,0.038566001,0.035395,0.037583001,DGB-USD
5/20/2018 0:00,0.041129,4355350,0.037586998,0.041554999,0.037041001,0.041129,DGB-USD
5/21/2018 0:00,0.040957,5259580,0.041177001,0.041367002,0.039487001,0.040957,DGB-USD
5/22/2018 0:00,0.037898999,4921000,0.040938001,0.041042998,0.037454002,0.037898999,DGB-USD
5/23/2018 0:00,0.035023998,5023140,0.038026001,0.038403001,0.033829,0.035023998,DGB-USD
5/24/2018 0:00,0.035588,2982750,0.034885,0.036472,0.033443,0.035588,DGB-USD
5/25/2018 0:00,0.034299001,1976550,0.035672002,0.036083002,0.033964999,0.034299001,DGB-USD
5/26/2018 0:00,0.033755001,1675120,0.034308001,0.035135999,0.0337,0.033755001,DGB-USD
5/27/2018 0:00,0.033077002,1454690,0.033868,0.03387,0.032451,0.033077002,DGB-USD
5/28/2018 0:00,0.030574,2476690,0.032963,0.033234999,0.030443,0.030574,DGB-USD
5/29/2018 0:00,0.032763001,2732960,0.030489,0.033875,0.030355999,0.032763001,DGB-USD
5/30/2018 0:00,0.031615,1593360,0.032807998,0.033615001,0.031495001,0.031615,DGB-USD
5/31/2018 0:00,0.033034001,2114840,0.031649999,0.034109998,0.031541999,0.033034001,DGB-USD
6/1/2018 0:00,0.033681002,2986150,0.033165,0.035106,0.032579001,0.033681002,DGB-USD
6/2/2018 0:00,0.034754001,1999560,0.033454999,0.035317,0.033291999,0.034754001,DGB-USD
6/3/2018 0:00,0.035813998,2399390,0.034917001,0.036387999,0.034673002,0.035813998,DGB-USD
6/4/2018 0:00,0.033227,2735930,0.035769999,0.036132,0.032931,0.033227,DGB-USD
6/5/2018 0:00,0.033346001,1936790,0.033295002,0.034260001,0.032467999,0.033346001,DGB-USD
6/6/2018 0:00,0.034517001,2843220,0.033330001,0.034837998,0.033160999,0.034517001,DGB-USD
6/7/2018 0:00,0.03466,2932980,0.034455001,0.035328001,0.033983,0.03466,DGB-USD
6/8/2018 0:00,0.036362,3497140,0.034589,0.036989,0.033845,0.036362,DGB-USD
6/9/2018 0:00,0.036187999,5558810,0.03633,0.037698999,0.036187999,0.036187999,DGB-USD
6/10/2018 0:00,0.031394999,4250080,0.036099002,0.036099002,0.030513,0.031394999,DGB-USD
6/11/2018 0:00,0.032983001,3179790,0.031426001,0.033043001,0.030823,0.032983001,DGB-USD
6/12/2018 0:00,0.028140999,4310700,0.032894,0.032942999,0.027915999,0.028140999,DGB-USD
6/13/2018 0:00,0.025684999,4072710,0.028112,0.028844001,0.024555,0.025684999,DGB-USD
6/14/2018 0:00,0.028539,3631230,0.025696,0.028895,0.025696,0.028539,DGB-USD
6/15/2018 0:00,0.026865,1579730,0.028469,0.028778,0.026550001,0.026865,DGB-USD
6/16/2018 0:00,0.027541,1701370,0.02668,0.027948,0.026503,0.027541,DGB-USD
6/17/2018 0:00,0.026955999,1041350,0.027518,0.028132999,0.026901999,0.026955999,DGB-USD
6/18/2018 0:00,0.028023999,1837320,0.02691,0.028263001,0.025807999,0.028023999,DGB-USD
6/19/2018 0:00,0.027674999,1567840,0.028003,0.028215,0.027243,0.027674999,DGB-USD
6/20/2018 0:00,0.026108,2609460,0.027638,0.027674999,0.025218001,0.026108,DGB-USD
6/21/2018 0:00,0.025999,1971010,0.026133001,0.027055999,0.025597,0.025999,DGB-USD
6/22/2018 0:00,0.021725999,2727050,0.025961,0.025963999,0.020951999,0.021725999,DGB-USD
6/23/2018 0:00,0.021198999,1501250,0.021763001,0.022333,0.020777,0.021198999,DGB-USD
6/24/2018 0:00,0.019931,3716330,0.021207999,0.021207999,0.017425001,0.019931,DGB-USD
6/25/2018 0:00,0.021659,2298080,0.019858999,0.021678001,0.019737,0.021659,DGB-USD
6/26/2018 0:00,0.020284999,1693180,0.021641999,0.021793,0.020198001,0.020284999,DGB-USD
6/27/2018 0:00,0.023171,4036730,0.020163,0.02373,0.019989001,0.023171,DGB-USD
6/28/2018 0:00,0.022916,4903970,0.023174001,0.025568999,0.02276,0.022916,DGB-USD
6/29/2018 0:00,0.02452,2069950,0.023037,0.024668001,0.021955,0.02452,DGB-USD
6/30/2018 0:00,0.026231,1893340,0.024518,0.026231,0.024518,0.026231,DGB-USD
7/1/2018 0:00,0.025649,1152800,0.026294,0.026391,0.024844,0.025649,DGB-USD
7/2/2018 0:00,0.027988,2143820,0.025707001,0.028573001,0.024968,0.027988,DGB-USD
7/3/2018 0:00,0.029158,4872240,0.027795,0.031005999,0.027507,0.029158,DGB-USD
7/4/2018 0:00,0.029736999,2741270,0.02929,0.031052001,0.028125999,0.029736999,DGB-USD
7/5/2018 0:00,0.029955,2067860,0.02984,0.030734999,0.02864,0.029955,DGB-USD
7/6/2018 0:00,0.03311,5849000,0.029933,0.03311,0.028694,0.03311,DGB-USD
7/7/2018 0:00,0.036446001,7912490,0.033144999,0.036446001,0.031426001,0.036446001,DGB-USD
7/8/2018 0:00,0.041294001,19414800,0.036477,0.042210001,0.035360001,0.041294001,DGB-USD
7/9/2018 0:00,0.038214002,26241800,0.041381001,0.046121001,0.037308998,0.038214002,DGB-USD
7/10/2018 0:00,0.037498001,14192000,0.037521001,0.041110002,0.034485999,0.037498001,DGB-USD
7/11/2018 0:00,0.039105002,10400800,0.037441,0.040938001,0.037441,0.039105002,DGB-USD
7/12/2018 0:00,0.038575001,6579630,0.039214998,0.040229,0.037000999,0.038575001,DGB-USD
7/13/2018 0:00,0.036862001,4731130,0.038764998,0.039434001,0.036725,0.036862001,DGB-USD
7/14/2018 0:00,0.033874001,6200960,0.036759,0.037255,0.033594999,0.033874001,DGB-USD
7/15/2018 0:00,0.037875999,7261440,0.033897001,0.038821999,0.032311,0.037875999,DGB-USD
7/16/2018 0:00,0.039670002,5673180,0.038153,0.040215001,0.036789998,0.039670002,DGB-USD
7/17/2018 0:00,0.043325,5650310,0.039506,0.04479,0.038272001,0.043325,DGB-USD
7/18/2018 0:00,0.042018,5031000,0.043280002,0.044796001,0.040029999,0.042018,DGB-USD
7/19/2018 0:00,0.047184002,17588200,0.041919,0.047855001,0.041147999,0.047184002,DGB-USD
7/20/2018 0:00,0.042885002,14529800,0.047212001,0.048402999,0.042038999,0.042885002,DGB-USD
7/21/2018 0:00,0.044062,4083420,0.042962,0.044567,0.041104,0.044062,DGB-USD
7/22/2018 0:00,0.045800999,4301340,0.044148002,0.046932001,0.044004001,0.045800999,DGB-USD
7/23/2018 0:00,0.046877999,7958560,0.045713,0.048918001,0.045515999,0.046877999,DGB-USD
7/24/2018 0:00,0.046331,10761100,0.047013,0.049029998,0.043974001,0.046331,DGB-USD
7/25/2018 0:00,0.044941999,7839280,0.045490999,0.046700001,0.043205,0.044941999,DGB-USD
7/26/2018 0:00,0.041680999,7680430,0.044922002,0.044922002,0.038569,0.041680999,DGB-USD
7/27/2018 0:00,0.043625001,7365040,0.041609,0.044681001,0.038860001,0.043625001,DGB-USD
7/28/2018 0:00,0.042982999,3891210,0.043611001,0.044225998,0.042599998,0.042982999,DGB-USD
7/29/2018 0:00,0.040987,4439100,0.043368999,0.044135001,0.040605001,0.040987,DGB-USD
7/30/2018 0:00,0.041099999,4200490,0.040888,0.041928999,0.038825002,0.041099999,DGB-USD
7/31/2018 0:00,0.036851,3146290,0.040915001,0.040915001,0.036555,0.036851,DGB-USD
8/1/2018 0:00,0.036564,4059800,0.036936,0.037317,0.034967002,0.036564,DGB-USD
8/2/2018 0:00,0.035668999,5796390,0.036525,0.039106999,0.035207,0.035668999,DGB-USD
8/3/2018 0:00,0.033516001,4231620,0.035794001,0.035794001,0.032319002,0.033516001,DGB-USD
8/4/2018 0:00,0.032047998,2827000,0.033558,0.034720998,0.030793,0.032047998,DGB-USD
8/5/2018 0:00,0.033642001,2723590,0.031906001,0.03387,0.031527001,0.033642001,DGB-USD
8/6/2018 0:00,0.032744002,2997670,0.033558998,0.035036001,0.032138001,0.032744002,DGB-USD
8/7/2018 0:00,0.030376,2791830,0.032481998,0.033656001,0.030376,0.030376,DGB-USD
8/8/2018 0:00,0.027706999,3515350,0.030368,0.030368,0.026804,0.027706999,DGB-USD
8/9/2018 0:00,0.028837999,3594160,0.027694,0.029588999,0.025838999,0.028837999,DGB-USD
8/10/2018 0:00,0.027143,2761500,0.028845999,0.029692,0.026256001,0.027143,DGB-USD
8/11/2018 0:00,0.026546,2666600,0.027112,0.027287999,0.025235999,0.026546,DGB-USD
8/12/2018 0:00,0.026612001,1774640,0.026481999,0.027450001,0.026183,0.026612001,DGB-USD
8/13/2018 0:00,0.024327001,2464510,0.026993999,0.027293,0.024301,0.024327001,DGB-USD
8/14/2018 0:00,0.022286,3178950,0.024250999,0.024250999,0.020863,0.022286,DGB-USD
8/15/2018 0:00,0.024360999,4042340,0.022332,0.027454,0.022332,0.024360999,DGB-USD
8/16/2018 0:00,0.024402,2499030,0.024414999,0.025296999,0.023703,0.024402,DGB-USD
