timestamp,adjclose,open,high,volume,low,close,Symbol
11/9/2017 0:00,2.707809925,2.797780037,2.863049984,5144550,2.656290054,2.707809925,KMD-USD
11/10/2017 0:00,2.241679907,2.715679884,2.748250008,8379540,2.102720022,2.241679907,KMD-USD
11/11/2017 0:00,2.10690999,2.218379974,2.377019882,3293280,2.0536201,2.10690999,KMD-USD
11/12/2017 0:00,1.882240057,2.099849939,2.106980085,3362020,1.695180058,1.882240057,KMD-USD
11/13/2017 0:00,2.047219992,1.878520012,2.160779953,2853940,1.869420052,2.047219992,KMD-USD
11/14/2017 0:00,2.161710024,2.050879955,2.220010042,3198810,2.050879955,2.161710024,KMD-USD
11/15/2017 0:00,2.349139929,2.166059971,2.396589994,3041060,2.166059971,2.349139929,KMD-USD
11/16/2017 0:00,2.316859961,2.370320082,2.389760017,2870210,2.230410099,2.316859961,KMD-USD
11/17/2017 0:00,2.141410112,2.312710047,2.399270058,3190670,2.141410112,2.141410112,KMD-USD
11/18/2017 0:00,2.314820051,2.137599945,2.391390085,3508410,2.122980118,2.314820051,KMD-USD
11/19/2017 0:00,2.320489883,2.308619976,2.467400074,2915800,2.266710043,2.320489883,KMD-USD
11/20/2017 0:00,2.433269978,2.342669964,2.479749918,4108310,2.339220047,2.433269978,KMD-USD
11/21/2017 0:00,2.380820036,2.43682003,2.47736001,3821790,2.248140097,2.380820036,KMD-USD
11/22/2017 0:00,2.423419952,2.389940023,2.457060099,3719400,2.363899946,2.423419952,KMD-USD
11/23/2017 0:00,2.489470005,2.435389996,2.496289968,4944180,2.349260092,2.489470005,KMD-USD
11/24/2017 0:00,2.442409992,2.506059885,2.512099981,4986360,2.357300043,2.442409992,KMD-USD
11/25/2017 0:00,2.632339954,2.445120096,2.647140026,5408430,2.430099964,2.632339954,KMD-USD
11/26/2017 0:00,2.949470043,2.632940054,2.986569881,8449760,2.616839886,2.949470043,KMD-USD
11/27/2017 0:00,3.15440011,2.919270039,3.308389902,10375100,2.888780117,3.15440011,KMD-USD
11/28/2017 0:00,3.145149946,3.166470051,3.210340023,7689710,2.95517993,3.145149946,KMD-USD
11/29/2017 0:00,2.432120085,3.137569904,3.137569904,8092500,2.417429924,2.432120085,KMD-USD
11/30/2017 0:00,2.617330074,2.481729984,2.762020111,4640650,2.181519985,2.617330074,KMD-USD
12/1/2017 0:00,2.738280058,2.584009886,2.775049925,5801410,2.368249893,2.738280058,KMD-USD
12/2/2017 0:00,2.780669928,2.725909948,2.849940062,4211970,2.639339924,2.780669928,KMD-USD
12/3/2017 0:00,2.816720009,2.779079914,3.011929989,5272930,2.673120022,2.816720009,KMD-USD
12/4/2017 0:00,3.335400105,2.856659889,3.362649918,7280920,2.819459915,3.335400105,KMD-USD
12/5/2017 0:00,3.380199909,3.318429947,3.509390116,13147000,3.193619967,3.380199909,KMD-USD
12/6/2017 0:00,2.89744997,3.35194993,3.362639904,8956910,2.78986001,2.89744997,KMD-USD
12/7/2017 0:00,3.383850098,2.89109993,4.116079807,23745400,2.805730104,3.383850098,KMD-USD
12/8/2017 0:00,3.379659891,3.378679991,3.39399004,10793200,2.811399937,3.379659891,KMD-USD
12/9/2017 0:00,3.148370028,3.395679951,3.561969995,7316430,2.948270082,3.148370028,KMD-USD
12/10/2017 0:00,2.874500036,3.197190046,3.197190046,5668640,2.611799955,2.874500036,KMD-USD
12/11/2017 0:00,3.287669897,2.857160091,3.31675005,6057620,2.827899933,3.287669897,KMD-USD
12/12/2017 0:00,3.664760113,3.307250023,3.683490038,7056130,3.169879913,3.664760113,KMD-USD
12/13/2017 0:00,3.511600018,3.695739985,3.771140099,6241710,3.307450056,3.511600018,KMD-USD
12/14/2017 0:00,3.717930079,3.499599934,3.858340025,9389200,3.488500118,3.717930079,KMD-USD
12/15/2017 0:00,4.633930206,3.725889921,4.705890179,23804200,3.614939928,4.633930206,KMD-USD
12/16/2017 0:00,4.480979919,4.57986021,4.813360214,13363700,4.401519775,4.480979919,KMD-USD
12/17/2017 0:00,4.744080067,4.502280235,5.047880173,11065200,4.44712019,4.744080067,KMD-USD
12/18/2017 0:00,5.686190128,4.833390236,5.686190128,15050600,4.560070038,5.686190128,KMD-USD
12/19/2017 0:00,5.770979881,5.824039936,6.40719986,18535600,5.515880108,5.770979881,KMD-USD
