timestamp,adjclose,close,high,volume,open,low,Symbol
11/9/2017 0:00,18.23040009,18.23040009,18.65970039,2701420,17.07299995,16.22979927,FIRO-USD
11/10/2017 0:00,15.04300022,15.04300022,18.08480072,1577410,18.08480072,14.04259968,FIRO-USD
11/11/2017 0:00,14.93550014,14.93550014,16.21229935,784594,15.05340004,14.46339989,FIRO-USD
11/12/2017 0:00,14.08290005,14.08290005,15.28950024,1303000,14.91020012,12.77040005,FIRO-USD
11/13/2017 0:00,18.98480034,18.98480034,19.0163002,4150310,14.29380035,14.29380035,FIRO-USD
11/14/2017 0:00,22.85050011,22.85050011,24.58530045,10179900,18.71010017,18.24580002,FIRO-USD
11/15/2017 0:00,22.22220039,22.22220039,24.40010071,4397470,22.94540024,21.62050056,FIRO-USD
11/16/2017 0:00,23.15880013,23.15880013,24.19039917,3371330,22.24440002,21.86090088,FIRO-USD
11/17/2017 0:00,22.03790092,22.03790092,23.26609993,2037320,23.13710022,20.96369934,FIRO-USD
11/18/2017 0:00,24.3362999,24.3362999,24.5272007,2713880,21.97089958,21.63199997,FIRO-USD
11/19/2017 0:00,23.1371994,23.1371994,24.31769943,1290300,24.26199913,22.6765995,FIRO-USD
11/20/2017 0:00,25.82029915,25.82029915,25.86989975,2667830,23.34760094,23.08959961,FIRO-USD
11/21/2017 0:00,32.34740067,32.34740067,34.47069931,14513000,25.76479912,23.6739006,FIRO-USD
11/22/2017 0:00,38.49940109,38.49940109,40.91719818,29522600,32.17860031,31.59269905,FIRO-USD
11/23/2017 0:00,34.90739822,34.90739822,40.19029999,10472000,38.46440125,33.64149857,FIRO-USD
11/24/2017 0:00,36.24459839,36.24459839,36.91130066,6782260,34.99489975,32.46839905,FIRO-USD
11/25/2017 0:00,37.41149902,37.41149902,38.44710159,8099220,35.99039841,35.51509857,FIRO-USD
11/26/2017 0:00,35.68330002,35.68330002,37.5141983,5705990,37.19940186,34.30410004,FIRO-USD
11/27/2017 0:00,38.05550003,38.05550003,39.00329971,8641240,35.43669891,33.4693985,FIRO-USD
11/28/2017 0:00,42.8370018,42.8370018,44.66239929,13565100,38.06579971,36.26929855,FIRO-USD
11/29/2017 0:00,38.19279861,38.19279861,46.11629868,13749800,43.01139832,35.66180038,FIRO-USD
11/30/2017 0:00,36.59389877,36.59389877,41.58420181,6780450,37.91120148,31.66340065,FIRO-USD
12/1/2017 0:00,37.90299988,37.90299988,38.54600143,6124190,36.68590164,33.56809998,FIRO-USD
12/2/2017 0:00,37.98789978,37.98789978,39.33969879,5199850,37.67259979,36.36619949,FIRO-USD
12/3/2017 0:00,37.70920181,37.70920181,40.26589966,5173850,38.05899811,35.26079941,FIRO-USD
12/4/2017 0:00,40.34930038,40.34930038,41.51190186,9191720,37.49769974,35.21089935,FIRO-USD
12/5/2017 0:00,46.95780182,46.95780182,49.55720139,16080900,40.27569962,38.29230118,FIRO-USD
12/6/2017 0:00,47.16830063,47.16830063,49.80599976,14971700,46.91630173,42.74580002,FIRO-USD
12/7/2017 0:00,40.74499893,40.74499893,49.33300018,13734500,46.95550156,35.69749832,FIRO-USD
12/8/2017 0:00,41.4557991,41.4557991,45.69150162,7994100,40.52690125,38.70429993,FIRO-USD
12/9/2017 0:00,43.69530106,43.69530106,45.84120178,7928530,41.50379944,40.40639877,FIRO-USD
12/10/2017 0:00,39.40790176,39.40790176,44.40190125,4706380,44.40190125,37.02199936,FIRO-USD
12/11/2017 0:00,47.19269943,47.19269943,48.42070007,7371060,39.22090149,39.15790176,FIRO-USD
12/12/2017 0:00,45.22200012,45.22200012,47.95050049,7477480,47.13489914,43.74599838,FIRO-USD
12/13/2017 0:00,52.14519882,52.14519882,54.11240005,13258200,45.09209824,44.10189819,FIRO-USD
12/14/2017 0:00,63.64300156,63.64300156,69.93579865,26740800,52.04489899,51.79909897,FIRO-USD
12/15/2017 0:00,56.30749893,56.30749893,64.76719666,14739600,64.76719666,50.98120117,FIRO-USD
12/16/2017 0:00,58.50329971,58.50329971,61.22869873,11209100,56.87170029,55.99160004,FIRO-USD
12/17/2017 0:00,62.53210068,62.53210068,64.60420227,10504600,58.63159943,58.36410141,FIRO-USD
12/18/2017 0:00,68.84989929,68.84989929,69.28780365,15852500,62.69390106,59.97610092,FIRO-USD
